0,1,2,3,4,5,6,7,8,9,10
rolls/buns,pip fruit,,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
frozen fish,curd,,,,,,,,,
soda,pip fruit,,,,,,,,,
pastry,specialty bar,,,,,,,,,
pip fruit,butter,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
bottled beer,tropical fruit,yogurt,berries,,,,,,,
soda,soda,,,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
margarine,whipped/sour cream,,,,,,,,,
soda,rolls/buns,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
tropical fruit,butter,,,,,,,,,
whole milk,dessert,dish cleaner,,,,,,,,
rolls/buns,margarine,,,,,,,,,
whole milk,soda,,,,,,,,,
other vegetables,pot plants,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
beef,chocolate,pastry,,,,,,,,
hard cheese,dessert,,,,,,,,,
soda,chocolate,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
berries,curd,,,,,,,,,
pork,flour,,,,,,,,,
UHT-milk,cling film/bags,,,,,,,,,
yogurt,napkins,,,,,,,,,
sausage,newspapers,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
chicken,bottled water,,,,,,,,,
sausage,yogurt,,,,,,,,,
pastry,frozen fish,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
shopping bags,napkins,,,,,,,,,
pork,whole milk,,,,,,,,,
pet care,newspapers,dog food,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
canned beer,yogurt,,,,,,,,,
beef,pastry,curd,,,,,,,,
whipped/sour cream,chocolate,,,,,,,,,
citrus fruit,butter,chocolate,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
margarine,specialty bar,,,,,,,,,
brown bread,soda,,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
condensed milk,whole milk,,,,,,,,,
soda,frozen vegetables,brown bread,yogurt,,,,,,,
other vegetables,other vegetables,waffles,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
photo/film,whole milk,,,,,,,,,
whole milk,waffles,,,,,,,,,
pork,napkins,,,,,,,,,
root vegetables,whipped/sour cream,rolls/buns,rolls/buns,,,,,,,
pip fruit,yogurt,,,,,,,,,
sausage,rolls/buns,UHT-milk,onions,,,,,,,
tidbits,dessert,cat food,,,,,,,,
pastry,whole milk,,,,,,,,,
chicken,yogurt,,,,,,,,,
dish cleaner,whole milk,flower (seeds),flour,chewing gum,dog food,,,,,
soda,pastry,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
soda,snack products,whole milk,,,,,,,,
whole milk,yogurt,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
other vegetables,canned fish,white bread,waffles,,,,,,,
tropical fruit,baking powder,,,,,,,,,
rolls/buns,other vegetables,pastry,,,,,,,,
pip fruit,root vegetables,pip fruit,spread cheese,,,,,,,
beverages,pickled vegetables,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
berries,other vegetables,,,,,,,,,
pork,shopping bags,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
beef,ice cream,,,,,,,,,
tropical fruit,tropical fruit,pot plants,berries,other vegetables,shopping bags,,,,,
root vegetables,soups,decalcifier,,,,,,,,
rolls/buns,butter,,,,,,,,,
other vegetables,brown bread,whipped/sour cream,,,,,,,,
pip fruit,bottled water,salt,,,,,,,,
frankfurter,beverages,,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
misc. beverages,domestic eggs,,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
other vegetables,soda,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
root vegetables,frozen vegetables,domestic eggs,,,,,,,,
chicken,soda,,,,,,,,,
other vegetables,rice,specialty fat,,,,,,,,
butter,other vegetables,,,,,,,,,
whole milk,yogurt,semi-finished bread,,,,,,,,
baking powder,butter,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
pip fruit,rolls/buns,soda,,,,,,,,
tropical fruit,pastry,margarine,,,,,,,,
pork,whole milk,,,,,,,,,
pork,citrus fruit,,,,,,,,,
bottled water,bottled beer,canned fish,,,,,,,,
meat,other vegetables,pasta,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
whole milk,beef,canned beer,,,,,,,,
onions,bottled beer,,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
sausage,pork,,,,,,,,,
ice cream,coffee,,,,,,,,,
beverages,canned fish,,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned fish,cream cheese ,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
other vegetables,domestic eggs,long life bakery product,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
oil,soda,,,,,,,,,
chocolate,canned beer,frozen fish,,,,,,,,
sausage,canned beer,,,,,,,,,
other vegetables,other vegetables,soda,dish cleaner,,,,,,,
chicken,other vegetables,,,,,,,,,
sausage,grapes,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
rolls/buns,curd,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
meat,canned fish,brown bread,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
beef,yogurt,,,,,,,,,
sausage,margarine,,,,,,,,,
onions,oil,,,,,,,,,
chicken,candy,sugar,,,,,,,,
pip fruit,spices,,,,,,,,,
dishes,shopping bags,brown bread,white bread,,,,,,,
root vegetables,root vegetables,,,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
root vegetables,sugar,,,,,,,,,
pastry,seasonal products,butter,bottled beer,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,soda,,,,,,,,,
specialty chocolate,soft cheese,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
seasonal products,onions,,,,,,,,,
processed cheese,chocolate,chocolate,yogurt,,,,,,,
soda,liquor (appetizer),,,,,,,,,
beef,tropical fruit,,,,,,,,,
grapes,bottled beer,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
chicken,bottled beer,,,,,,,,,
frankfurter,beef,red/blush wine,whole milk,frozen dessert,,,,,,
shopping bags,cream cheese ,cream cheese ,,,,,,,,
nuts/prunes,coffee,,,,,,,,,
frozen dessert,newspapers,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
tropical fruit,onions,,,,,,,,,
sausage,shopping bags,,,,,,,,,
hard cheese,other vegetables,whole milk,zwieback,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
yogurt,whole milk,waffles,,,,,,,,
bottled beer,white bread,,,,,,,,,
misc. beverages,UHT-milk,white bread,,,,,,,,
onions,coffee,,,,,,,,,
citrus fruit,ham,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
beverages,margarine,napkins,napkins,,,,,,,
butter,butter,margarine,,,,,,,,
processed cheese,tropical fruit,,,,,,,,,
organic sausage,other vegetables,hard cheese,bottled water,,,,,,,
citrus fruit,soap,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
coffee,long life bakery product,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
sausage,pork,butter milk,canned beer,whole milk,yogurt,rolls/buns,,,,
house keeping products,whole milk,,,,,,,,,
pork,other vegetables,,,,,,,,,
canned beer,rolls/buns,other vegetables,dog food,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
whole milk,whole milk,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
rolls/buns,soda,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
spices,cookware,,,,,,,,,
pork,sliced cheese,,,,,,,,,
specialty chocolate,white bread,,,,,,,,,
tropical fruit,butter,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
citrus fruit,dish cleaner,margarine,,,,,,,,
soda,condensed milk,curd,,,,,,,,
pip fruit,ice cream,,,,,,,,,
tropical fruit,tropical fruit,dessert,sweet spreads,,,,,,,
sausage,root vegetables,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
meat,grapes,,,,,,,,,
flower soil/fertilizer,waffles,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
pork,beverages,misc. beverages,chewing gum,,,,,,,
berries,oil,cat food,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,soda,fruit/vegetable juice,,,,,,,,
whole milk,bottled water,honey,,,,,,,,
meat,whole milk,,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
sausage,rolls/buns,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
chicken,bottled beer,soda,domestic eggs,other vegetables,,,,,,
organic sausage,bottled water,,,,,,,,,
sausage,root vegetables,,,,,,,,,
pork,ham,specialty chocolate,whole milk,long life bakery product,detergent,,,,,
curd,other vegetables,,,,,,,,,
whole milk,rolls/buns,salty snack,,,,,,,,
yogurt,white bread,,,,,,,,,
pork,cream cheese ,,,,,,,,,
yogurt,red/blush wine,margarine,,,,,,,,
butter milk,whole milk,brandy,,,,,,,,
dog food,pork,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
whole milk,candy,,,,,,,,,
frozen vegetables,newspapers,,,,,,,,,
bottled beer,pip fruit,butter,specialty bar,detergent,specialty bar,,,,,
canned fish,fruit/vegetable juice,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
whole milk,pip fruit,whipped/sour cream,,,,,,,,
whole milk,candles,yogurt,,,,,,,,
shopping bags,soda,,,,,,,,,
bottled water,soda,,,,,,,,,
pastry,bottled water,dishes,whole milk,canned beer,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
white bread,margarine,,,,,,,,,
photo/film,brown bread,,,,,,,,,
meat,citrus fruit,pip fruit,other vegetables,,,,,,,
beef,pip fruit,,,,,,,,,
soda,misc. beverages,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
meat,sausage,baking powder,pastry,,,,,,,
yogurt,shopping bags,,,,,,,,,
whole milk,yogurt,,,,,,,,,
salty snack,white bread,,,,,,,,,
rolls/buns,rolls/buns,specialty bar,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
yogurt,bottled water,processed cheese,,,,,,,,
whole milk,citrus fruit,butter,dental care,,,,,,,
citrus fruit,whole milk,,,,,,,,,
butter milk,newspapers,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
flour,brown bread,,,,,,,,,
cream cheese ,coffee,,,,,,,,,
yogurt,whole milk,,,,,,,,,
rolls/buns,tropical fruit,root vegetables,condensed milk,,,,,,,
tropical fruit,dessert,white bread,bottled water,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
newspapers,dishes,,,,,,,,,
pork,napkins,,,,,,,,,
tropical fruit,pork,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sugar,whole milk,shopping bags,,,,,,,,
long life bakery product,butter,rolls/buns,newspapers,,,,,,,
turkey,white bread,,,,,,,,,
tropical fruit,root vegetables,pip fruit,butter milk,waffles,bottled beer,,,,,
whole milk,other vegetables,,,,,,,,,
oil,fruit/vegetable juice,domestic eggs,,,,,,,,
tropical fruit,tropical fruit,napkins,,,,,,,,
liquor (appetizer),soda,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
canned beer,chocolate,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
pip fruit,pastry,,,,,,,,,
pastry,brown bread,,,,,,,,,
sugar,seasonal products,,,,,,,,,
whole milk,bottled beer,UHT-milk,beef,pip fruit,yogurt,salty snack,,,,
sliced cheese,pip fruit,,,,,,,,,
salty snack,other vegetables,yogurt,other vegetables,,,,,,,
shopping bags,yogurt,,,,,,,,,
pork,onions,,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
whole milk,margarine,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
beef,chocolate,,,,,,,,,
onions,root vegetables,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
yogurt,domestic eggs,yogurt,,,,,,,,
hamburger meat,beef,bottled beer,whole milk,chocolate,,,,,,
tropical fruit,pastry,,,,,,,,,
curd,frozen meals,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
cooking chocolate,hygiene articles,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
sausage,yogurt,,,,,,,,,
tropical fruit,snack products,,,,,,,,,
pork,pork,male cosmetics,,,,,,,,
whole milk,canned beer,,,,,,,,,
pastry,brown bread,,,,,,,,,
dog food,pastry,,,,,,,,,
misc. beverages,soda,,,,,,,,,
chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags,,,
specialty bar,candles,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
sausage,frankfurter,grapes,sausage,dog food,misc. beverages,napkins,artif. sweetener,,,
bottled beer,other vegetables,,,,,,,,,
fruit/vegetable juice,salty snack,candy,dental care,butter,,,,,,
shopping bags,white wine,,,,,,,,,
pip fruit,canned beer,pork,white bread,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
bottled water,roll products ,butter,coffee,rum,,,,,,
pip fruit,bottled water,,,,,,,,,
curd,newspapers,,,,,,,,,
other vegetables,frozen dessert,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
ham,pastry,,,,,,,,,
cat food,white bread,,,,,,,,,
chicken,tropical fruit,specialty chocolate,curd,citrus fruit,whole milk,semi-finished bread,,,,
whole milk,cream cheese ,,,,,,,,,
UHT-milk,frozen meals,,,,,,,,,
red/blush wine,instant coffee,,,,,,,,,
fruit/vegetable juice,flower (seeds),,,,,,,,,
yogurt,butter,whole milk,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
newspapers,curd,turkey,curd,misc. beverages,bottled beer,,,,,
citrus fruit,hamburger meat,other vegetables,specialty chocolate,,,,,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
pip fruit,tropical fruit,shopping bags,,,,,,,,
ham,UHT-milk,margarine,,,,,,,,
meat,ham,,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
yogurt,liqueur,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
beverages,whole milk,butter milk,fruit/vegetable juice,,,,,,,
finished products,cocoa drinks,,,,,,,,,
soda,pasta,curd cheese,,,,,,,,
soda,soups,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
pip fruit,curd,pip fruit,prosecco,,,,,,,
frankfurter,rolls/buns,shopping bags,margarine,,,,,,,
rolls/buns,napkins,cream cheese ,shopping bags,,,,,,,
berries,sliced cheese,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
tropical fruit,candy,,,,,,,,,
dessert,sliced cheese,,,,,,,,,
coffee,bottled water,chocolate,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pet care,shopping bags,,,,,,,,,
ham,hard cheese,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
onions,specialty chocolate,,,,,,,,,
whole milk,pasta,,,,,,,,,
brown bread,frozen vegetables,,,,,,,,,
hygiene articles,tea,,,,,,,,,
sausage,frozen meals,soda,,,,,,,,
soda,other vegetables,bottled beer,,,,,,,,
sausage,rolls/buns,soda,other vegetables,,,,,,,
root vegetables,bottled beer,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
canned beer,cake bar,,,,,,,,,
newspapers,whole milk,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
pork,mustard,,,,,,,,,
rolls/buns,tidbits,,,,,,,,,
bottled water,onions,,,,,,,,,
tropical fruit,bottled beer,other vegetables,meat,roll products ,,,,,,
citrus fruit,citrus fruit,bottled water,pastry,,,,,,,
abrasive cleaner,citrus fruit,whole milk,long life bakery product,,,,,,,
canned beer,citrus fruit,,,,,,,,,
tropical fruit,fish,,,,,,,,,
fruit/vegetable juice,rolls/buns,chocolate,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
other vegetables,berries,,,,,,,,,
newspapers,pip fruit,dishes,,,,,,,,
other vegetables,photo/film,newspapers,,,,,,,,
herbs,onions,brown bread,,,,,,,,
whole milk,domestic eggs,bottled beer,bottled beer,,,,,,,
ham,candy,,,,,,,,,
canned beer,flour,,,,,,,,,
misc. beverages,pip fruit,,,,,,,,,
bottled beer,dog food,oil,,,,,,,,
sausage,zwieback,sliced cheese,other vegetables,bottled beer,soda,,,,,
root vegetables,brown bread,,,,,,,,,
sausage,whole milk,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
pork,hygiene articles,,,,,,,,,
pastry,yogurt,,,,,,,,,
frankfurter,ketchup,,,,,,,,,
beverages,bottled water,,,,,,,,,
pork,butter,,,,,,,,,
shopping bags,soda,,,,,,,,,
sausage,sausage,canned beer,spices,,,,,,,
bottled beer,canned fish,yogurt,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
frozen vegetables,bottled beer,soda,rolls/buns,,,,,,,
whole milk,newspapers,,,,,,,,,
photo/film,white bread,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
tropical fruit,pot plants,,,,,,,,,
herbs,whole milk,,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
pastry,processed cheese,,,,,,,,,
rice,whipped/sour cream,,,,,,,,,
whole milk,pasta,rolls/buns,,,,,,,,
citrus fruit,yogurt,UHT-milk,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
sausage,coffee,female sanitary products,,,,,,,,
whole milk,whole milk,,,,,,,,,
frozen dessert,citrus fruit,,,,,,,,,
dessert,napkins,long life bakery product,,,,,,,,
onions,canned fruit,,,,,,,,,
sausage,bottled water,,,,,,,,,
rolls/buns,candy,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
beef,rolls/buns,,,,,,,,,
pip fruit,specialty chocolate,liquor (appetizer),soda,,,,,,,
whole milk,soda,,,,,,,,,
pork,specialty bar,,,,,,,,,
hamburger meat,bottled beer,domestic eggs,,,,,,,,
jam,cake bar,,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
canned beer,soda,candles,pickled vegetables,,,,,,,
herbs,spread cheese,rolls/buns,,,,,,,,
white wine,spread cheese,,,,,,,,,
mayonnaise,curd,,,,,,,,,
domestic eggs,sliced cheese,,,,,,,,,
ham,bathroom cleaner,,,,,,,,,
pastry,shopping bags,,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
other vegetables,dishes,,,,,,,,,
pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
root vegetables,yogurt,,,,,,,,,
butter,skin care,rolls/buns,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
whole milk,cat food,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
hard cheese,rolls/buns,,,,,,,,,
herbs,yogurt,newspapers,,,,,,,,
ham,pickled vegetables,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
liver loaf,soda,,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
waffles,cling film/bags,,,,,,,,,
yogurt,coffee,,,,,,,,,
root vegetables,rolls/buns,whole milk,frozen vegetables,whole milk,specialty chocolate,seasonal products,,,,
hard cheese,white wine,,,,,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
newspapers,hamburger meat,whole milk,specialty cheese,,,,,,,
ham,berries,,,,,,,,,
whole milk,pip fruit,pip fruit,fruit/vegetable juice,,,,,,,
margarine,whole milk,,,,,,,,,
butter,whole milk,,,,,,,,,
root vegetables,specialty cheese,curd,,,,,,,,
pork,white wine,margarine,,,,,,,,
yogurt,semi-finished bread,flour,,,,,,,,
soda,chewing gum,rolls/buns,flour,,,,,,,
yogurt,rolls/buns,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
whole milk,butter,newspapers,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
shopping bags,root vegetables,curd,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frankfurter,other vegetables,soda,,,,,,,,
butter,semi-finished bread,,,,,,,,,
dessert,napkins,,,,,,,,,
pork,coffee,margarine,,,,,,,,
newspapers,other vegetables,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
pastry,dessert,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
margarine,yogurt,,,,,,,,,
curd,other vegetables,shopping bags,,,,,,,,
sausage,pip fruit,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frankfurter,white wine,,,,,,,,,
onions,soda,,,,,,,,,
ham,sugar,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pickled vegetables,frozen vegetables,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
other vegetables,bottled water,white bread,,,,,,,,
yogurt,newspapers,,,,,,,,,
soda,whole milk,,,,,,,,,
frozen meals,chicken,whipped/sour cream,whole milk,bottled beer,,,,,,
beverages,sparkling wine,,,,,,,,,
sausage,dessert,,,,,,,,,
onions,onions,,,,,,,,,
ice cream,rolls/buns,butter milk,,,,,,,,
bottled beer,liver loaf,bottled water,pastry,,,,,,,
pork,brown bread,,,,,,,,,
ham,tropical fruit,,,,,,,,,
root vegetables,soda,,,,,,,,,
butter milk,butter,,,,,,,,,
whole milk,whipped/sour cream,soda,,,,,,,,
soda,salt,,,,,,,,,
brown bread,butter milk,canned vegetables,soda,,,,,,,
sausage,dessert,,,,,,,,,
pork,other vegetables,,,,,,,,,
soda,Instant food products,,,,,,,,,
berries,napkins,,,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
canned beer,chicken,other vegetables,,,,,,,,
beverages,domestic eggs,,,,,,,,,
chicken,margarine,,,,,,,,,
frozen vegetables,rolls/buns,curd cheese,,,,,,,,
canned fruit,dog food,,,,,,,,,
whole milk,frankfurter,candles,grapes,herbs,other vegetables,yogurt,,,,
